"pid" "gender" "age" "Weight1" "Weight2" "Weight3" "time_az" "interests" "identity_AZ" "identity_US" "needs_met" "rep_ideo" "dem_ideo" "covid_affected" "covid_finance" "wear_mask" "public_mask" "k12" "college" "trump_covid" "ducey_covid" "mayor_covid" "border_wall" "imm_citizenship" "imm_hurt_az" "imm_hurt_culture" "oppose_race_protests" "interact_law" "positive_law" "registered" "plan_to_vote_pres" "vote_pres" "plan_to_vote_senate" "vote_senate" "rep_ft" "dem_ft" "rep_ft_people" "dem_ft_people" "conservative" "hispanic" "race" "christian" "income" "children"
"128" 3 1 3 0.87 0.63 0.6 "<5 years" 4 4 2 3 3 3 1 3 1 1 3 3 5 5 4 1 4 3 4 3 3 2 1 1 1 1 4 50 60 50 60 5 0 1 2 1 0
"129" 3 1 3 0.87 0.63 0.6 "More than 10 Years" 1 1 1 3 3 5 2 1 1 1 1 1 1 1 1 1 2 3 3 4 5 1 1 1 5 1 5 85 5 100 0 5 0 1 2 1 0
"130" 3 1 3 0.87 0.63 0.6 "More than 10 Years" 3 2 1 3 3 4 2 3 1 5 5 1 1 2 4 1 5 3 3 4 5 1 1 1 5 1 5 95 0 95 0 5 0 1 2 1 0
"131" 3 1 3 0.87 0.63 0.6 "More than 10 Years" 1 2 1 3 3 5 2 3 2 3 2 2 1 4 3 1 1 4 3 4 5 1 1 1 5 1 5 75 0 100 0 5 0 1 2 1 0
"132" 3 1 3 0.87 0.63 0.6 "More than 10 Years" 3 4 1 2 3 3 2 3 3 5 5 5 1 4 4 1 3 4 4 4 5 1 1 1 5 1 5 50 0 50 0 5 0 1 2 1 0
"133" 3 1 3 0.87 0.63 0.6 "More than 10 Years" 3 1 1 3 2 3 2 3 5 5 5 5 1 4 5 1 2 3 3 5 5 1 1 1 5 1 5 80 0 90 0 5 0 1 2 1 0
"134" 3 1 3 0.87 0.63 0.6 "More than 10 Years" 1 2 1 3 2 3 1 3 3 5 4 5 1 2 1 1 3 2 2 5 5 2 1 1 5 1 5 98 2 98 10 5 0 1 2 1 0
"135" 1 1 3 0.87 0.63 0.6 "<5 years" 1 4 2 3 3 4 2 3 1 1 1 1 5 5 2 4 3 2 2 2 5 1 1 1 1 1 1 45 75 25 75 2 0 1 3 1 0
"136" 3 1 3 0.87 0.63 0.6 "More than 10 Years" 3 1 1 3 3 2 2 3 5 5 4 2 3 2 3 1 5 5 5 4 5 3 1 1 4 3 1 75 10 75 10 2 0 1 3 1 0
"137" 3 1 3 0.98 0.63 1.5 "5-10 years" 4 2 1 3 1 5 2 3 1 5 5 5 1 3 3 1 5 5 3 4 5 1 1 1 5 1 5 95 0 95 0 5 0 5 3 1 0
"138" 1 1 3 0.87 0.63 0.6 "More than 10 Years" 3 3 3 4 3 3 3 3 1 1 1 1 5 5 1 4 1 1 1 1 5 3 1 1 1 1 1 0 80 0 80 1 0 1 5 1 0
"139" 1 1 3 0.87 0.63 0.6 "More than 10 Years" 1 4 1 3 3 3 2 3 1 3 3 3 5 5 3 4 3 4 4 4 5 1 1 1 3 1 1 0 75 0 90 1 0 1 5 1 0
"140" 3 1 3 0.87 0.63 0.6 "More than 10 Years" 1 3 1 3 3 3 2 1 1 2 1 1 3 3 1 1 2 1 4 4 5 1 0 5 3 5 3 0 0 50 50 3 0 1 5 1 0
"141" 2 1 3 0.98 0.63 1.5 "More than 10 Years" 1 3 1 3 3 3 2 1 1 5 3 3 1 2 1 1 2 4 3 4 5 1 1 1 5 2 4 75 10 50 50 3 0 5 5 1 0
"142" 2 1 3 0.87 0.63 0.6 "More than 10 Years" 3 2 2 3 3 3 2 3 1 2 4 2 5 2 3 3 3 3 3 3 5 1 0 5 3 5 3 0 0 0 0 1 0 1 6 1 0
"143" 1 1 3 0.87 0.63 0.6 "More than 10 Years" 1 3 3 4 1 4 2 3 1 1 3 4 5 5 2 4 1 1 1 1 5 2 1 1 1 1 1 0 100 0 100 2 0 1 6 1 0
"144" 1 1 3 0.87 0.63 0.6 "5-10 years" 3 4 3 3 3 3 2 3 1 1 2 2 5 2 1 5 2 2 2 3 5 3 1 1 1 1 5 0 85 50 60 3 0 1 6 1 0
"145" 2 1 3 0.87 0.63 0.6 "More than 10 Years" 3 4 2 3 2 2 2 3 5 5 5 5 2 5 3 3 2 4 3 4 5 1 1 2 5 2 3 25 0 100 100 3 0 1 6 1 0
"146" 3 1 3 0.87 0.63 0.6 "More than 10 Years" 1 1 1 3 2 3 2 1 1 2 4 4 5 4 3 4 1 4 2 4 5 1 1 1 2 1 3 30 30 35 35 3 0 1 6 1 0
"147" 3 1 3 0.87 0.63 0.6 "More than 10 Years" 2 3 1 3 4 3 2 3 1 5 5 5 2 2 4 1 5 4 5 4 5 1 1 1 5 1 5 40 2 50 45 3 0 1 6 1 0
"148" 3 1 3 0.87 0.63 0.6 "More than 10 Years" 3 1 1 3 2 5 2 3 5 5 5 5 1 2 3 1 3 5 5 4 5 1 1 1 5 1 5 95 0 100 0 3 0 1 6 1 0
"149" 3 1 3 0.87 0.63 0.6 "More than 10 Years" 3 3 1 4 3 5 2 3 1 3 5 5 1 3 5 1 3 1 3 3 5 1 0 3 5 3 5 50 5 100 50 3 0 1 6 1 0
"150" 1 1 3 0.76 0.63 0.23 "5-10 years" 4 3 3 3 2 4 2 3 2 1 2 1 5 4 2 4 2 3 2 1 5 2 1 1 1 1 1 0 80 10 85 3 0 3 6 1 0
"151" 2 1 3 4.77 0.63 3.06 "5-10 years" 1 1 1 4 3 3 2 3 4 5 5 5 1 2 1 1 5 5 5 4 5 1 1 1 5 1 5 90 0 50 50 3 0 4 6 1 0
"152" 3 1 3 4.77 0.63 3.06 "More than 10 Years" 2 2 2 3 1 5 2 3 5 5 5 5 1 4 5 1 5 5 5 5 4 1 1 1 5 1 4 100 0 100 0 4 0 4 6 1 0
"153" 1 1 3 0.57 0.63 0.4 "More than 10 Years" 1 3 2 3 3 3 2 3 1 1 1 1 5 3 2 4 2 2 3 1 5 2 1 1 1 1 1 50 100 70 100 2 0 1 1 2 0
"154" 1 1 3 0.57 0.63 0.4 "More than 10 Years" 3 1 1 3 2 2 2 3 1 3 5 3 4 4 4 4 3 2 3 4 5 1 1 1 3 1 1 50 50 50 50 3 0 1 1 2 0
"155" 3 1 3 0.57 0.63 0.4 "5-10 years" 3 4 1 3 3 3 2 3 1 1 3 3 3 3 3 1 4 3 4 3 5 3 1 1 5 3 3 80 0 50 0 3 0 1 1 2 0
"156" 1 1 3 0.57 0.63 0.4 "5-10 years" 1 2 1 3 4 2 2 3 2 1 5 1 4 4 4 5 1 1 3 4 5 1 1 1 1 1 1 25 25 50 25 4 0 1 1 2 0
"157" 3 1 3 0.57 0.63 0.4 "More than 10 Years" 3 2 1 2 3 3 2 3 1 4 4 4 3 2 2 1 2 4 4 4 5 4 1 1 4 1 5 60 0 90 0 4 0 1 1 2 0
"158" 3 1 3 0.57 0.63 0.4 "5-10 years" 2 5 1 3 2 5 1 3 1 2 3 1 1 2 3 1 5 3 4 1 5 1 1 1 5 1 5 75 0 75 15 4 0 1 1 2 0
"159" 3 1 3 0.57 0.63 0.4 "More than 10 Years" 1 1 1 3 3 4 1 3 1 1 1 1 2 2 2 1 3 5 5 2 5 1 1 1 5 2 3 75 25 100 0 5 0 1 1 2 0
"160" 3 1 3 0.57 0.63 0.4 "More than 10 Years" 4 4 1 2 1 5 2 3 3 5 5 5 1 1 5 1 5 5 5 4 5 1 1 1 5 1 5 100 0 100 0 5 0 1 1 2 0
"161" 3 1 3 0.57 0.63 0.4 "More than 10 Years" 3 3 1 3 3 5 2 3 1 1 1 1 2 4 5 5 5 5 5 4 1 1 1 2 5 2 5 95 0 100 0 5 0 1 1 2 0
"162" 1 1 3 0.57 0.63 0.4 "More than 10 Years" 4 1 2 4 2 3 2 1 1 1 1 1 5 5 2 4 1 2 3 5 4 1 1 1 1 1 1 5 80 5 85 1 0 1 2 2 0
"163" 1 1 3 0.57 0.63 0.4 "More than 10 Years" 1 2 2 3 3 3 2 3 2 1 2 2 5 4 2 4 2 3 3 2 5 1 1 1 1 1 1 35 60 45 50 2 0 1 2 2 0
"164" 1 1 3 0.57 0.63 0.4 "<5 years" 1 6 1 3 2 3 2 3 2 5 3 3 4 4 4 2 1 2 1 4 5 1 1 1 2 1 2 40 60 45 55 2 0 1 2 2 0
"165" 1 1 3 0.57 0.63 0.4 "5-10 years" 4 2 2 2 4 4 2 3 1 2 4 4 4 2 2 3 2 4 2 2 3 2 1 2 2 2 2 80 80 80 85 2 0 1 2 2 0
"166" 2 1 3 0.57 0.63 0.4 "<5 years" 1 3 2 3 3 3 2 3 1 1 3 3 4 2 2 3 2 2 2 4 5 1 1 2 3 2 3 50 50 50 50 3 0 1 2 2 0
"167" 2 1 3 0.57 0.63 0.4 "5-10 years" 3 4 3 1 3 4 2 3 3 5 5 5 1 2 1 1 4 5 3 4 5 1 1 1 5 1 5 50 0 50 25 3 0 1 2 2 0
"168" 3 1 3 0.57 0.63 0.4 "More than 10 Years" 4 1 1 3 2 3 2 3 1 1 2 2 3 3 4 1 2 4 2 4 3 1 1 1 4 1 3 60 45 80 25 3 0 1 2 2 0
"169" 3 1 3 0.57 0.63 0.4 "More than 10 Years" 3 4 1 3 3 3 2 3 1 3 3 3 3 3 3 3 3 3 3 3 5 1 1 3 3 3 3 1 1 1 1 3 0 1 2 2 0
"170" 3 1 3 0.57 0.63 0.4 "More than 10 Years" 1 1 1 3 3 2 2 3 1 4 5 4 1 1 1 1 2 2 2 4 5 2 1 1 5 1 5 85 10 100 10 3 0 1 2 2 0
"171" 3 1 3 0.57 0.63 0.4 "<5 years" 2 4 1 3 3 3 2 3 1 3 4 4 1 4 2 3 2 2 2 4 5 1 1 1 5 1 4 60 25 70 45 4 0 1 2 2 0
"172" 3 1 3 0.57 0.63 0.4 "<5 years" 1 3 1 3 3 3 2 3 1 1 2 1 1 1 1 1 1 2 3 3 5 1 1 1 5 1 5 100 0 100 3 4 0 1 2 2 0
"173" 3 1 3 0.57 0.63 0.4 "<5 years" 1 4 1 2 3 1 2 3 5 5 5 5 1 1 2 1 5 5 3 4 5 1 1 1 5 1 5 100 0 100 0 4 0 1 2 2 0
"174" 3 1 3 0.57 0.63 0.4 "<5 years" 2 3 1 3 2 2 2 1 4 5 5 5 1 4 4 1 2 4 4 4 5 2 1 1 5 1 5 80 10 100 0 4 0 1 2 2 0
"175" 3 1 3 0.57 0.63 0.4 "<5 years" 2 4 1 3 3 3 2 1 2 1 4 4 2 2 3 5 5 5 5 3 5 1 1 5 5 5 5 50 0 50 0 4 0 1 2 2 0
"176" 3 1 3 0.57 0.63 0.4 "More than 10 Years" 4 1 1 3 3 4 2 3 1 5 5 5 1 2 1 1 1 2 4 4 3 1 1 1 5 1 5 88 10 100 5 5 0 1 2 2 0
"177" 3 1 3 0.57 0.63 0.4 "More than 10 Years" 1 1 1 2 2 5 2 1 1 5 5 5 1 4 5 1 5 1 2 4 5 1 1 1 5 1 5 100 0 100 0 5 0 1 2 2 0
"178" 3 1 3 0.57 0.63 0.4 "More than 10 Years" 1 4 1 5 3 3 1 3 4 5 5 5 2 5 5 1 5 4 3 4 5 1 1 1 5 1 5 10 0 50 10 5 0 1 2 2 0
"179" 3 1 3 3.97 0.63 1.46 "More than 10 Years" 1 1 1 3 4 3 2 3 1 1 3 3 4 4 4 2 2 2 3 4 5 1 1 2 3 2 3 50 25 50 25 3 1 1 2 2 0
"180" 1 1 3 0.57 0.63 0.4 "More than 10 Years" 4 3 1 3 1 3 2 3 1 1 1 1 5 5 2 4 1 1 1 1 5 2 1 1 1 1 1 0 82 50 85 2 0 1 3 2 0
"181" 1 1 3 0.57 0.63 0.4 "More than 10 Years" 1 3 1 3 2 4 2 3 1 1 1 2 5 4 1 4 2 2 3 2 3 1 1 1 1 1 1 50 75 60 95 3 0 1 3 2 0
"182" 1 1 3 0.57 0.63 0.4 "More than 10 Years" 1 5 1 5 3 4 2 3 1 1 1 1 5 5 3 4 1 1 1 1 5 3 1 1 1 1 1 0 75 0 100 3 0 1 3 2 0
"183" 2 1 3 0.57 0.63 0.4 "5-10 years" 3 3 2 3 3 2 2 1 1 1 3 3 2 3 2 4 4 4 2 4 5 1 1 1 5 1 5 40 0 50 50 3 0 1 3 2 0
"184" 3 1 3 0.57 0.63 0.4 "More than 10 Years" 1 1 1 3 3 3 2 3 1 3 3 3 3 3 3 3 3 3 5 4 5 1 1 1 5 1 5 50 0 100 0 3 0 1 3 2 0
"185" 3 1 3 0.57 0.63 0.4 "<5 years" 4 3 1 3 3 5 2 3 1 4 3 2 1 2 3 2 1 4 2 4 5 1 1 2 5 4 3 90 0 100 0 4 0 1 3 2 0
"186" 3 1 3 0.57 0.63 0.4 "5-10 years" 4 3 1 3 3 2 2 1 2 5 3 3 2 4 3 5 5 3 3 4 5 2 1 1 5 1 5 70 0 75 25 4 0 1 3 2 0
"187" 2 1 3 0.57 0.63 0.4 "<5 years" 3 4 2 3 3 3 2 3 1 3 3 3 4 3 2 4 3 3 3 4 5 1 1 1 3 2 3 30 25 50 50 3 0 1 5 2 0
"188" 2 1 3 0.57 0.63 0.4 "More than 10 Years" 3 3 1 3 3 3 2 3 1 1 3 2 2 2 2 2 3 3 3 4 5 1 1 2 3 2 3 50 50 50 50 3 0 1 5 2 0
"189" 1 1 3 0.57 0.63 0.4 "More than 10 Years" 4 2 1 4 1 2 2 3 1 1 1 1 5 5 1 1 1 1 1 1 5 1 1 1 1 1 1 0 75 0 90 1 0 1 6 2 0
"190" 1 1 3 0.57 0.63 0.4 "<5 years" 4 7 3 2 2 4 2 3 1 1 1 1 5 5 2 5 1 1 2 5 5 2 1 1 1 1 1 0 85 0 80 1 0 1 6 2 0
"191" 2 1 3 0.57 0.63 0.4 "<5 years" 2 4 4 5 4 3 2 3 1 1 3 1 5 5 1 5 1 3 2 1 5 2 1 1 1 1 1 0 60 50 50 1 0 1 6 2 0
"192" 1 1 3 0.57 0.63 0.4 "More than 10 Years" 3 4 4 3 2 4 1 1 1 1 1 1 5 5 1 4 1 1 2 3 5 3 1 1 1 1 1 10 80 50 50 2 0 1 6 2 0
"193" 1 1 3 0.57 0.63 0.4 "More than 10 Years" 1 1 1 5 2 4 2 3 1 2 1 4 5 5 4 4 1 2 2 2 3 1 1 1 1 1 1 30 40 10 30 3 0 1 6 2 0
"194" 2 1 3 0.57 0.63 0.4 "<5 years" 2 3 1 3 2 3 1 3 1 2 2 2 5 4 3 4 1 3 3 3 5 1 1 1 1 1 1 45 55 30 85 3 0 1 6 2 0
"195" 2 1 3 0.57 0.63 0.4 "More than 10 Years" 4 1 1 3 3 4 2 3 1 1 3 3 4 4 2 2 2 1 2 4 5 1 1 1 5 1 5 50 50 60 40 3 0 1 6 2 0
"196" 3 1 3 0.57 0.63 0.4 "More than 10 Years" 3 2 1 3 3 3 2 3 4 5 5 5 1 2 3 1 4 3 5 5 5 1 1 1 5 1 5 40 0 100 0 5 0 1 6 2 0
"197" 1 1 3 0.56 0.63 0.4 "More than 10 Years" 2 1 1 2 3 2 2 3 1 1 4 4 5 2 2 4 1 2 3 2 5 1 1 1 1 1 1 0 70 10 80 3 0 1 1 3 0
"198" 1 1 3 0.56 0.63 0.4 "<5 years" 1 3 1 3 3 3 2 3 1 1 3 3 2 4 2 1 2 3 4 5 5 1 1 1 5 1 5 50 2 50 2 3 0 1 1 3 0
"199" 2 1 3 0.56 0.63 0.4 "More than 10 Years" 2 3 1 2 3 4 2 3 1 3 5 5 2 2 3 4 2 4 3 4 5 1 1 1 4 1 3 50 25 75 10 4 0 1 1 3 0
"200" 3 1 3 0.56 0.63 0.4 "More than 10 Years" 2 2 1 2 1 4 2 3 2 5 5 5 1 1 1 1 5 5 5 4 3 1 1 1 5 1 5 90 0 95 25 5 0 1 1 3 0
"201" 3 1 3 0.56 0.63 0.4 "More than 10 Years" 1 1 1 3 3 3 2 3 2 3 4 4 2 2 3 5 4 2 2 4 5 1 1 1 5 1 5 95 5 90 5 5 0 1 1 3 0
"202" 1 1 3 0.56 0.63 0.4 "More than 10 Years" 3 2 1 3 3 3 2 3 1 1 1 1 5 2 4 4 1 2 3 3 5 2 1 1 1 1 1 50 50 50 50 2 0 1 2 3 0
"203" 1 1 3 0.56 0.63 0.4 "More than 10 Years" 1 5 3 4 3 3 2 1 1 1 3 3 5 5 2 5 1 1 1 4 5 3 1 1 1 1 1 5 70 19 89 3 0 1 2 3 0
"204" 3 1 3 0.56 0.63 0.4 "More than 10 Years" 2 2 1 3 3 3 2 3 1 1 2 2 4 2 2 2 2 4 2 4 5 4 1 2 3 1 2 50 50 50 50 4 0 1 2 3 0
"205" 3 1 3 0.56 0.63 0.4 "More than 10 Years" 1 2 1 3 4 4 2 1 1 1 3 3 3 1 1 2 2 2 2 4 5 1 1 1 4 1 4 70 40 80 40 5 0 1 2 3 0
"206" 3 1 3 0.56 0.63 0.4 "More than 10 Years" 4 2 1 2 2 1 2 3 1 3 2 4 1 5 2 1 1 1 1 5 5 1 0 1 5 1 5 45 5 80 20 5 0 1 2 3 0
"207" 1 1 3 0.56 0.63 0.4 "<5 years" 1 2 1 2 2 4 2 3 1 1 1 1 5 2 2 4 2 2 3 4 5 1 1 1 1 1 1 2 65 30 65 3 0 1 3 3 0
"208" 1 1 3 0.56 0.63 0.4 "More than 10 Years" 3 3 3 5 1 3 2 3 1 1 1 1 5 5 1 1 1 3 3 1 5 3 1 1 1 1 1 0 95 0 100 1 0 1 6 3 0
"209" 1 1 3 0.56 0.63 0.4 "More than 10 Years" 4 3 3 3 1 3 2 1 1 1 3 3 5 4 3 4 1 1 1 2 5 3 1 1 1 1 1 0 95 30 80 1 0 1 6 3 0
"210" 1 1 3 0.56 0.63 0.4 "5-10 years" 4 4 1 3 1 3 2 3 1 4 3 2 1 2 3 4 1 1 1 2 5 1 1 1 1 1 1 0 60 1 51 3 0 1 6 3 0
"211" 2 1 3 0.78 0.63 0.49 "More than 10 Years" 1 2 1 3 3 3 2 3 1 1 2 1 5 4 2 4 1 1 3 4 5 1 1 1 1 1 3 5 90 25 75 3 0 1 1 4 0
"212" 3 1 3 0.78 0.63 0.49 "More than 10 Years" 3 2 1 3 3 3 2 3 1 1 3 3 2 2 2 2 3 3 3 3 5 1 1 1 5 1 5 65 25 50 25 3 0 1 1 4 0
"213" 1 1 3 0.78 0.63 0.49 "More than 10 Years" 3 3 2 5 3 2 2 1 1 1 3 4 5 5 1 5 3 2 2 5 5 3 1 1 1 1 1 0 90 0 100 3 0 1 2 4 0
"214" 3 1 3 0.78 0.63 0.49 "More than 10 Years" 1 1 1 3 2 3 2 3 2 1 3 2 5 4 3 2 1 2 3 4 5 3 1 1 2 1 1 1 10 10 10 3 0 1 2 4 0
"215" 3 1 3 0.78 0.63 0.49 "More than 10 Years" 2 1 1 3 3 3 2 3 1 1 3 1 4 2 2 1 3 5 3 4 5 2 1 1 4 1 3 75 25 75 25 4 0 1 2 4 0
"216" 3 1 3 0.78 0.63 0.49 "More than 10 Years" 1 1 1 3 2 2 2 3 3 5 5 5 2 3 2 3 2 3 3 4 4 4 1 1 5 2 4 60 30 70 60 4 0 1 2 4 0
"217" 3 1 3 0.78 0.63 0.49 "More than 10 Years" 3 3 3 3 3 4 2 1 1 2 3 2 1 1 1 1 2 4 4 4 5 1 1 1 5 1 5 95 5 90 10 4 0 1 2 4 0
"218" 3 1 3 0.78 0.63 0.49 "5-10 years" 4 5 1 3 3 3 2 3 1 4 5 2 4 4 2 2 1 2 3 4 5 1 1 1 5 1 4 70 40 60 60 5 0 1 2 4 0
"219" 3 1 3 0.78 0.63 0.49 "<5 years" 1 2 1 3 3 3 2 3 3 5 5 5 1 3 3 1 5 5 3 4 5 5 1 1 5 5 5 90 0 90 0 3 0 1 3 4 0
"220" 2 1 3 6.14 0.63 4.49 "More than 10 Years" 5 3 3 5 1 2 1 3 1 1 1 1 5 5 2 4 1 1 1 1 5 3 1 1 1 1 1 0 100 0 100 3 1 5 5 4 0
"221" 1 1 3 0.78 0.63 0.49 "<5 years" 1 3 2 3 3 3 2 1 1 1 2 2 5 4 1 4 1 1 1 2 5 2 1 1 1 1 1 0 90 5 95 1 0 1 6 4 0
"222" 2 1 3 0.78 0.63 0.49 "<5 years" 3 4 3 4 2 2 2 3 2 3 4 4 5 5 3 4 2 3 3 3 5 2 1 1 1 1 1 5 5 5 5 2 0 1 6 4 0
"223" 3 1 3 0.78 0.63 0.49 "More than 10 Years" 1 1 1 3 3 3 2 3 2 5 5 5 1 1 1 1 1 1 1 1 4 1 1 1 5 1 5 80 20 100 0 3 0 1 6 4 0
"224" 3 1 3 0.87 0.63 0.6 "More than 10 Years" 3 1 1 3 3 3 2 3 1 2 4 3 1 1 3 1 5 5 5 4 5 2 1 1 5 1 5 70 0 100 0 4 0 1 2 1 1
"225" 3 1 3 0.87 0.63 0.6 "More than 10 Years" 3 2 1 1 3 3 2 3 1 2 5 5 1 3 2 1 3 5 5 4 5 1 1 1 5 1 5 100 0 100 0 5 0 1 2 1 1
"226" 2 1 3 3.97 0.63 1.46 "More than 10 Years" 1 1 1 3 2 3 2 3 2 2 2 2 4 4 4 2 2 3 3 2 5 3 0 3 4 3 3 50 50 50 50 3 1 1 2 2 1
"227" 1 1 3 0.57 0.63 0.4 "More than 10 Years" 3 7 1 2 3 3 2 3 1 1 1 1 5 5 5 2 1 3 3 2 5 1 1 1 1 1 1 2 78 3 76 3 0 1 3 2 1
"228" 2 1 3 0.57 0.63 0.4 "More than 10 Years" 1 3 1 5 1 2 2 1 1 1 1 1 5 2 1 4 1 1 1 1 4 1 1 1 1 1 1 0 70 0 70 3 0 1 5 2 1
"229" 3 1 3 0.48 0.63 0.15 "More than 10 Years" 3 2 2 3 3 3 2 3 1 2 5 4 2 2 1 2 2 2 2 4 5 1 1 1 5 1 5 50 10 100 20 5 0 3 2 3 1
"230" 3 1 3 0.56 0.63 0.4 "More than 10 Years" 4 1 1 4 2 3 2 3 2 4 5 3 1 2 2 1 3 4 5 5 5 3 1 1 5 1 5 70 0 75 0 5 0 1 5 3 1
"231" 1 1 3 0.56 0.63 0.4 "More than 10 Years" 3 3 1 1 1 4 2 3 1 1 1 1 5 5 5 4 1 1 1 4 5 4 1 1 1 1 1 0 100 0 100 2 0 1 6 3 1
"232" 3 1 3 0.78 0.63 0.49 "More than 10 Years" 1 3 1 3 2 5 2 1 2 5 5 5 1 2 4 1 2 2 3 4 3 1 1 1 5 1 5 80 1 75 1 5 0 1 2 4 1
"233" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 3 1 2 4 1 3 2 3 2 3 2 3 5 5 3 4 1 1 1 3 3 4 1 1 1 1 1 5 90 0 100 2 0 1 1 1 0
"234" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 2 1 3 4 2 3 2 3 2 2 3 4 5 4 2 4 1 1 1 2 5 4 1 1 1 1 1 5 90 0 100 2 0 1 1 1 0
"235" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 4 3 1 4 2 4 2 3 1 1 2 1 5 4 3 4 1 1 1 2 5 1 1 1 1 1 1 0 95 50 80 3 0 1 1 1 0
"236" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 4 1 1 2 2 3 2 3 1 1 2 2 5 4 2 2 1 2 2 2 5 1 1 1 1 1 1 20 89 50 80 3 0 1 1 1 0
"237" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 1 4 1 3 3 3 2 3 1 1 3 3 5 5 2 2 1 2 4 4 5 1 1 1 1 1 1 0 5 0 7 3 0 1 1 1 0
"238" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 3 6 1 3 3 3 2 3 1 1 1 1 3 3 4 2 5 5 5 5 3 1 1 1 5 1 1 5 5 5 5 3 0 1 1 1 0
"239" 2 1 4 0.87 0.31 0.35 "More than 10 Years" 4 2 2 3 3 3 2 3 1 1 3 2 5 4 3 4 1 1 1 3 5 1 1 1 1 1 1 0 50 50 50 3 0 1 1 1 0
"240" 2 1 4 0.87 0.31 0.35 "More than 10 Years" 1 1 1 4 3 3 2 3 1 1 1 3 5 5 2 4 1 4 3 4 5 2 1 1 1 1 1 20 70 50 50 3 0 1 1 1 0
"241" 2 1 4 0.87 0.31 0.35 "More than 10 Years" 1 1 1 3 4 2 2 3 1 1 3 1 5 5 1 2 1 1 1 2 3 4 1 1 1 1 1 5 45 25 45 3 0 1 1 1 0
"242" 3 1 4 0.87 0.31 0.35 "5-10 years" 3 4 1 3 3 3 2 3 1 3 4 4 1 3 3 1 2 5 4 3 5 1 1 1 5 1 4 95 0 95 0 3 0 1 1 1 0
"243" 1 1 4 0.87 0.31 0.35 "5-10 years" 1 7 1 3 4 3 3 3 1 1 3 3 5 5 3 3 3 4 4 5 5 5 1 3 3 3 1 0 100 0 100 4 0 1 1 1 0
"244" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 1 4 1 3 5 3 2 3 1 1 3 1 5 3 3 3 3 2 3 3 5 1 1 1 1 3 1 25 50 25 50 5 0 1 1 1 0
"245" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 1 1 1 3 1 5 2 3 1 1 5 2 1 1 1 1 4 2 3 4 5 1 1 1 5 1 4 100 0 100 10 5 0 1 1 1 0
"246" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 1 4 1 2 1 1 2 3 1 2 4 4 1 2 2 1 2 3 3 4 5 1 1 1 5 1 5 75 0 85 0 5 0 1 1 1 0
"247" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 1 3 1 3 3 3 2 3 1 2 5 5 2 2 2 1 2 4 4 4 5 1 1 1 5 1 5 80 40 80 40 5 0 1 1 1 0
"248" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 4 1 1 1 1 5 2 3 1 5 5 5 1 1 1 1 5 5 5 5 5 1 1 1 5 1 5 90 0 100 0 5 0 1 1 1 0
"249" 1 1 4 6.86 0.31 3.18 "More than 10 Years" 1 1 1 3 3 3 2 1 1 1 1 1 5 5 1 4 1 1 1 1 5 3 1 1 1 1 1 0 100 50 100 1 1 5 1 1 0
"250" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 1 2 2 4 1 3 2 3 1 1 2 1 5 5 1 4 1 1 1 1 3 1 1 1 1 1 1 25 85 50 95 1 0 1 2 1 0
"251" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 4 3 1 3 3 3 2 3 1 1 2 2 5 5 1 4 1 1 1 1 5 1 1 1 1 1 1 10 75 100 100 1 0 1 2 1 0
"252" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 2 3 1 4 1 4 2 3 1 1 1 1 5 5 2 4 1 2 2 4 5 1 1 1 1 1 1 10 85 25 90 1 0 1 2 1 0
"253" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 3 4 4 5 2 2 2 1 1 1 1 1 5 5 3 4 1 1 1 1 5 3 1 1 1 1 1 1 78 32 75 1 0 1 2 1 0
"254" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 1 3 2 3 3 3 2 3 1 1 1 1 5 4 3 4 1 1 1 2 5 3 1 1 1 1 1 0 9 1 9 1 0 1 2 1 0
"255" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 4 5 4 4 2 3 2 1 1 1 2 4 5 5 4 4 1 1 1 1 3 1 1 1 1 1 1 5 95 5 95 2 0 1 2 1 0
"256" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 3 3 2 4 2 4 2 3 1 1 1 1 5 4 1 4 1 1 1 1 5 1 1 1 1 1 1 0 90 2 98 2 0 1 2 1 0
"257" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 4 1 1 3 3 3 2 1 1 1 2 1 5 2 3 2 2 3 2 2 5 1 1 1 1 1 1 55 75 40 75 2 0 1 2 1 0
